node_id,title,mode,lora_id,engine,category,scene_role,status,verification_tier,deploy_tier,sha256,size_mb,profile_stacks,already_active_in_main_chain,disabled_by_default,disabled_reason,lora_path,strength_model,strength_clip
151,W42-SDXL-0070 | body_body_parts,2,W42-SDXL-0070,sdxl,body_body_parts,body_body_part,installed,installed,canonical,43f0730b535055ad596a6499bda13ee062d5e3a4493b97d9e88d0262012736b9,464.5,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_double_penetration-from_front-SDXL-V1.safetensors,0.45,0.45
152,W42-SDXL-0072 | body_body_parts,2,W42-SDXL-0072,sdxl,body_body_parts,body_body_part,installed,installed,canonical,984101b8fca8f4439935cf1913d3d6cf7d2a9aeee6ccedf19abea1c45d57b446,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_Double_DP.safetensors,0.45,0.45
153,W42-SDXL-0154 | body_body_parts,2,W42-SDXL-0154,sdxl,body_body_parts,body_body_part,installed,installed,canonical,a362de025f5af4f9d6e01e1edf7a0002d92c676dcf62e3a64914fe30c23050d1,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_female_mouth_uvula.safetensors,0.45,0.45
154,W42-SDXL-0175 | body_body_parts,2,W42-SDXL-0175,sdxl,body_body_parts,body_body_part,installed,installed,canonical,4a23836f233f53941ba41ae740587f36fe3bf0ebee5f2a8dcc1c79d5b1131d78,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_Gentle_Ball_Suck.safetensors,0.45,0.45
157,W42-SDXL-0195 | body_body_parts,2,W42-SDXL-0195,sdxl,body_body_parts,body_body_part,installed,installed,canonical,187b508ae585cf6380095e5d590dac289a3bac3004b6a03e93a8a404e13b6347,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_kelly_two.safetensors,0.45,0.45
158,W42-SDXL-0206 | body_body_parts,2,W42-SDXL-0206,sdxl,body_body_parts,body_body_part,installed,installed,canonical,c841ea361db9601ee7ef9d1a7ae86433839d216f499e302a51bebbb100e6877b,386.27,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_lora-000003.TA_trained.safetensors,0.45,0.45
159,W42-SDXL-0208 | body_body_parts,2,W42-SDXL-0208,sdxl,body_body_parts,body_body_part,installed,installed,canonical,5c40d94f65c35550d51e91c7ddf0387492661cac29dabe8255f9b93c27280c74,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_Macromastia_for_SDXL.safetensors,0.45,0.45
160,W42-SDXL-0209 | body_body_parts,2,W42-SDXL-0209,sdxl,body_body_parts,body_body_part,installed,installed,canonical,7a45915ab68bcd7b9cb5af9ed91b466121f5e8d3e34af897cf065e46f8b9bbfb,40.88,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_maxi.safetensors,0.45,0.45
161,W42-SDXL-0230 | body_body_parts,2,W42-SDXL-0230,sdxl,body_body_parts,body_body_part,installed,installed,canonical,f8d16bac2f2e33b6811608543469672055117b32ae5c2ab098d758480fad2b30,243.84,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_face_identity_Panties_over_anus_v1.safetensors,0.45,0.45
162,W42-SDXL-0244 | body_body_parts,2,W42-SDXL-0244,sdxl,body_body_parts,body_body_part,installed,installed,canonical,9c65db0627847c367ccd5562043085bbca1d78139b1c0f46d26d77b47290f69e,649.69,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_Pussy_Cameltoe_v3_XL.safetensors,0.45,0.45
163,W42-SDXL-0245 | body_body_parts,2,W42-SDXL-0245,sdxl,body_body_parts,body_body_part,installed,installed,canonical,545847800581e98bec0e1e8a98e6b6d0d778585b7076d1b7ad381ec61e756427,649.68,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_experimental_Pussy_Lily_v5_XL.safetensors,0.45,0.45
164,W42-SDXL-0246 | body_body_parts,2,W42-SDXL-0246,sdxl,body_body_parts,body_body_part,installed,installed,canonical,68eaeb84a9350c21a783cfea02491449a678c56aeac685402938c1929926aa6f,649.68,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_Pussy_Spreading_v5i_XL.safetensors,0.45,0.45
165,W42-SDXL-0258 | body_body_parts,2,W42-SDXL-0258,sdxl,body_body_parts,body_body_part,installed,installed,canonical,576d33596de7211a6d90d8a7a55cb46b772d275a9673d295346445339702cf1a,217.88,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_jewelry_accessories_Ruined_asshole.safetensors,0.45,0.45
166,W42-SDXL-0266 | body_body_parts,2,W42-SDXL-0266,sdxl,body_body_parts,body_body_part,installed,installed,canonical,8e937b52328b5ca9304006d1d9cc922b8a105ca2af6f3551feefd8e916294549,375.59,"[""nsfw_scene_ass_spread""]",False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_type_bbw_cellulite_SpreadAssSDXL_v04.safetensors,0.45,0.45
169,W42-SDXL-0317 | body_body_parts,2,W42-SDXL-0317,sdxl,body_body_parts,body_body_part,installed,installed,canonical,4936fa3bb5b978f6f37129f5969b1eca6f7f67d5ef72fd4eb5c2bbb3cbff5b25,870.29,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_cncgtwoglnccXLrd.safetensors,0.45,0.45
170,W42-SDXL-0320 | body_body_parts,2,W42-SDXL-0320,sdxl,body_body_parts,body_body_part,installed,installed,canonical,c85db135f35fc64e322554b0e2ed1ed555aa7b76955ebfe56efc3c3683a544c4,870.29,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_dblpnstndcclnXLrd.safetensors,0.45,0.45
171,W42-SDXL-0332 | body_body_parts,2,W42-SDXL-0332,sdxl,body_body_parts,body_body_part,rejected_or_superseded,disabled,canonical,5caa48f9bc85447a27fe8e57c649dd0a3730ce7d520568a04d0d0c646d8067ee,870.31,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_gngsrrmpmxXLrd.safetensors,0,0
173,W42-SDXL-0337 | body_body_parts,2,W42-SDXL-0337,sdxl,body_body_parts,body_body_part,rejected_or_superseded,disabled,canonical,f936530bc41a82bb97b7db9802c8548afba60b8f624291be8c79012953aa7e01,217.88,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_huldah2.safetensors,0,0
175,W42-SDXL-0346 | body_body_parts,2,W42-SDXL-0346,sdxl,body_body_parts,body_body_part,rejected_or_superseded,disabled,canonical,9801080fe594ea5eefc11f1eb8c18621ac37c74d6835c44fa9ce0c7bb5527881,870.3,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_orlpvlkmxXLrd.safetensors,0,0
176,W42-SDXL-0354 | body_body_parts,2,W42-SDXL-0354,sdxl,body_body_parts,body_body_part,rejected_or_superseded,disabled,canonical,96785c4945cbba492febff1ac4daa5e897d897fb8d768072dd55bbe191110fb0,435.35,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_surrendered_by_cocks.safetensors,0,0
177,W42-SDXL-0356 | body_body_parts,2,W42-SDXL-0356,sdxl,body_body_parts,body_body_part,rejected_or_superseded,disabled,canonical,1cabee0eed53c6500381175c6d6c621a5d394fe4369a12129f7024c864999deb,217.88,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_body_parts/sdxl_body_body_parts_THICK-FIT-XSTAR-V1-SDXL.safetensors,0,0
179,W42-SDXL-0054 | body_male,2,W42-SDXL-0054,sdxl,body_male,body_male,installed,installed,canonical,3a8369290a8d22a6a1fd36b484412fe757cac1ef2cff217c862f3d95f9e4c556,217.9,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_male/sdxl_body_male_Cuckold_Threesome_SDXL.safetensors,0.45,0.45
180,W42-SDXL-0147 | body_male,2,W42-SDXL-0147,sdxl,body_male,body_male,installed,installed,canonical,f290d1b3c9c5f9b7c53f54c16580e0726f1ce690d6c07c37f33adcc0c9355e91,217.88,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_male/sdxl_realism_base_Fat_Men.safetensors,0.45,0.45
181,W42-SDXL-0149 | body_male,2,W42-SDXL-0149,sdxl,body_male,body_male,installed,installed,canonical,fcb0558a28c9e2f4b44d3f8e4bf567c47630e246fccf023f2e3f9df1fe7d8d91,217.88,"[""character_old_fat_male""]",False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_male/sdxl_body_body_parts_Fatter_Men_V2.safetensors,0.45,0.45
182,W42-SDXL-0190 | body_male,2,W42-SDXL-0190,sdxl,body_male,body_male,installed,installed,canonical,0630886bf1032bb814f1da7a058395972bbb771b5227bac52df6c2f708642588,217.87,"[""nsfw_scene_ball_suck""]",False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_male/sdxl_body_male_heavy_balls-bl17-sdxl-standard-concept.safetensors,0.45,0.45
183,W42-SDXL-0277 | body_shape,2,W42-SDXL-0277,sdxl,body_shape,body_shape,installed,installed,canonical,4adb7e5ec11866263c3851d44bd393461f983cd2a7ae8903ae61555bebb86991,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_shape/sdxl_body_shape_ThickBodys.safetensors,0.45,0.45
184,W42-SDXL-0278 | body_shape,2,W42-SDXL-0278,sdxl,body_shape,body_shape,installed,installed,canonical,d4d8862897709ccf737ffc44eec63c8957b40585a3c2764ee98778ebf5e3c5ae,435.35,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_shape/sdxl_body_shape_Thicker_women.safetensors,0.45,0.45
185,W42-SDXL-0265 | body_type_bbw_cellulite,2,W42-SDXL-0265,sdxl,body_type_bbw_cellulite,body_shape,installed,installed,canonical,a74bd800b5d3202d000b4a86e5ca96f34c96aaeff00a92cf54ce93520e4ae8e6,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_type_bbw_cellulite/sdxl_hair_Slightly_Chubby_-_Perfect_BBW_Body_Realistic.safetensors,0.45,0.45
186,W42-SDXL-0295 | body_type_bbw_cellulite,2,W42-SDXL-0295,sdxl,body_type_bbw_cellulite,body_shape,installed,installed,canonical,333103dcc360fc7b56e5497065d8d821657eb16137ffb997e0ce95aec322d2db,105.17,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_type_bbw_cellulite/sdxl_hair_XL_FD-BBW-XXX-R16.safetensors,0.45,0.45
187,W42-SDXL-0303 | body_type_bbw_cellulite,2,W42-SDXL-0303,sdxl,body_type_bbw_cellulite,body_shape,installed,installed,canonical,e03bb3bfe78bfbaff351fd1c6704d4d4bf9e9a7d9f763070f64ce73ea795ad1f,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_type_bbw_cellulite/sdxl_jewelry_accessories_BBW_XL_Girls_indecent.safetensors,0.45,0.45
188,W42-SDXL-0304 | body_type_bbw_cellulite,2,W42-SDXL-0304,sdxl,body_type_bbw_cellulite,body_shape,installed,installed,canonical,03bc396f5b3a301f59710351f228fcde4ea27887d40d5a1379d5904f8339f2ae,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_type_bbw_cellulite/sdxl_body_type_bbw_cellulite_bbwbootyandbodXL.safetensors,0.45,0.45
189,W42-SDXL-0305 | body_type_bbw_cellulite,2,W42-SDXL-0305,sdxl,body_type_bbw_cellulite,body_shape,installed,installed,canonical,2de1c4a0af384e196c24950b688410a5aae50e74cabbbe079dce89278f26250f,232.33,"[""nsfw_scene_ass_spread"", ""nsfw_scene_anal_cowgirl""]",False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_type_bbw_cellulite/sdxl_body_type_bbw_cellulite_bbwbutt_v1.safetensors,0.45,0.45
190,W42-SDXL-0276 | body_type_latina,2,W42-SDXL-0276,sdxl,body_type_latina,body_shape,installed,installed,canonical,b221534c3a652c305e7f23faabd359b0c5f155a70da89de6822dc347d1d5bc47,435.35,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_type_latina/sdxl_jewelry_accessories_Thick_Latina_Women-000007.safetensors,0.45,0.45
192,W42-SDXL-0338 | body_type_latina,2,W42-SDXL-0338,sdxl,body_type_latina,body_shape,rejected_or_superseded,disabled,canonical,1e9f7d1192205ee3ad4cdee6fbbb302db17cdfc0017832848d3481afc0420f5f,217.9,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_type_latina/sdxl_jewelry_accessories_hyper_realistic_bbw_latin_women.safetensors,0,0
193,W42-SDXL-0340 | body_type_latina,2,W42-SDXL-0340,sdxl,body_type_latina,body_shape,rejected_or_superseded,disabled,canonical,3641be09362bd27bf4ebc1f58c2a24a3ba570718b2815d7f9281106052f3a042,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_type_latina/sdxl_body_type_latina_Latina_XL.safetensors,0,0
194,W42-SDXL-0341 | body_type_latina,2,W42-SDXL-0341,sdxl,body_type_latina,body_shape,rejected_or_superseded,disabled,canonical,bdfb77cfa5004877eddbeb306849ec6c3257cd89c5654d22c331feab2cc3e15e,217.88,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_type_latina/sdxl_hair_LatinaMILF.safetensors,0,0
195,W42-SDXL-0352 | body_type_latina,2,W42-SDXL-0352,sdxl,body_type_latina,body_shape,rejected_or_superseded,disabled,canonical,b5d0638c91a8aaff52327cddad779a7f343d8ed424357b44d42f2385e3f0dc02,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/body_type_latina/sdxl_jewelry_accessories_Realistic_Latina_Thick_Ass_XL-IL-PD-000008.safetensors,0,0
196,W42-SDXL-0041 | clothing_fabric,2,W42-SDXL-0041,sdxl,clothing_fabric,clothing_fabric,installed,installed,canonical,5a6c0a5944eaaa401ab18022bb02f5fea003b5712313d75f0458eb443de352f0,324.99,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/clothing_fabric/sdxl_clothing_fabric_brownthongkini-SDXL.safetensors,0.45,0.45
197,W42-SDXL-0297 | clothing_fabric,2,W42-SDXL-0297,sdxl,clothing_fabric,clothing_fabric,installed,installed,canonical,8e33979d4999d33adc13a7864f813a8e35216a50500912f6c3e2cce641f5cace,54.76,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/clothing_fabric/sdxl_face_expression_zava_viral_whire_bikini_v01.safetensors,0.45,0.45
198,W42-SDXL-0058 | cum_fluids,2,W42-SDXL-0058,sdxl,cum_fluids,body_act,installed,installed,canonical,56ea5b2efa95a0b0e4572e27fa393a3fbbb8e0923586f80246621d9e5ed7c5bd,54.76,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/cum_fluids/sdxl_cum_fluids_cuminmouth_SDXL-10.safetensors,0.45,0.45
199,W42-SDXL-0060 | cum_fluids,2,W42-SDXL-0060,sdxl,cum_fluids,body_act,installed,installed,canonical,1dce6a1310bc9f2c6f72b127003d9e27e01b1b66554209623c7114b9a2f8b64d,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/cum_fluids/sdxl_jewelry_accessories_cumspitting_SDXL_epoch_20.safetensors,0.45,0.45
200,W42-SDXL-0061 | cum_fluids,2,W42-SDXL-0061,sdxl,cum_fluids,body_act,installed,installed,canonical,cf51b546621ea733efc9d94015ff0ca6ed3b7c71d9c469afa6355a43a276e5e5,162.64,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/cum_fluids/sdxl_body_acts_CumSwapXL.safetensors,0.45,0.45
201,W42-SDXL-0251 | cum_fluids,2,W42-SDXL-0251,sdxl,cum_fluids,body_act,installed,installed,canonical,13658345f7346c3e75e13b3592d98fa2e749bdd83d46628b933aec0f8b78e35b,690.25,"[""nsfw_scene_cum""]",False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/cum_fluids/sdxl_cum_fluids_realcumv6.55.safetensors,0.45,0.45
202,W42-SDXL-0003 | experimental,2,W42-SDXL-0003,sdxl,experimental,experimental,installed,installed,canonical,deaf105c1dfcaaf47a2ea0b733bdb958d876ed54184fa1efd30ac1d873d06f41,217.88,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_experimental_543NBA53Q00ZASM9PF7CA4A270.safetensors,0.45,0.45
203,W42-SDXL-0005 | experimental,2,W42-SDXL-0005,sdxl,experimental,experimental,installed,installed,canonical,068bca897a4fd2aa51f13b5901bc47df7cf55021ae156fa7e990e11982e3ba93,649.67,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_experimental_afbbctnl.safetensors,0.45,0.45
204,W42-SDXL-0017 | experimental,2,W42-SDXL-0017,sdxl,experimental,experimental,installed,installed,canonical,5a3d25533af275a6beca35c5451a8b5c00402726ccc01a60c8165b10734494c5,162.64,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_experimental_AzaleaXL2.safetensors,0.45,0.45
205,W42-SDXL-0050 | experimental,2,W42-SDXL-0050,sdxl,experimental,experimental,installed,installed,canonical,b060332a63bfed8b948bbb864d92fb5c361a81b49f071783101707a2f7ddf21c,1740.16,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_body_acts_cockteaseLoRASDXL.safetensors,0.45,0.45
206,W42-SDXL-0146 | experimental,2,W42-SDXL-0146,sdxl,experimental,experimental,installed,installed,canonical,e3898abc21913b9c7894ec6293d8861245383df92e46fcba438c2e330120cc2a,232.95,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_body_male_FappXL.safetensors,0.45,0.45
207,W42-SDXL-0157 | experimental,2,W42-SDXL-0157,sdxl,experimental,experimental,installed,installed,canonical,f92830f476d6c79601e6b65d3fbdbef936f337f662ef3bf2b415ca92507f084b,54.76,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_body_type_bbw_cellulite_finger_ass.safetensors,0.45,0.45
208,W42-SDXL-0178 | experimental,2,W42-SDXL-0178,sdxl,experimental,experimental,installed,installed,canonical,f5906ac131f286f33e0ce3998e2816c52b4e814333c9a96cd30d49432b9deb13,517.76,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_face_identity_grabsyheadie5.safetensors,0.45,0.45
209,W42-SDXL-0181 | experimental,2,W42-SDXL-0181,sdxl,experimental,experimental,installed,installed,canonical,59e859eea2d366ebfd7a5e4aaacf5257de3c3431ebb00884a46bd0cb036c7d6a,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_face_identity_hair-over-face-01-000007.safetensors,0.45,0.45
210,W42-SDXL-0183 | experimental,2,W42-SDXL-0183,sdxl,experimental,experimental,installed,installed,canonical,7261e20d899f0b19e8bcaa67d79a2373cdbfc19df57da8eaa0d23c251ff9b759,653.31,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_face_identity_HairBobbles_SDXL_v2.safetensors,0.45,0.45
211,W42-SDXL-0194 | experimental,2,W42-SDXL-0194,sdxl,experimental,experimental,installed,installed,canonical,e1f6cb84f238f4150b643d9e6b42de8627a89ba70ae9e40ecf6fb0a56495d34a,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_face_expression_Julia_Flip-000005.safetensors,0.45,0.45
212,W42-SDXL-0216 | experimental,2,W42-SDXL-0216,sdxl,experimental,experimental,installed,installed,canonical,ba6eeeecc94439dac587c56b973a12b5de359891fd242731ab25f8b528296a45,435.34,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_face_identity_msk-djm230x-SDXL-E2.safetensors,0.45,0.45
213,W42-SDXL-0260 | experimental,2,W42-SDXL-0260,sdxl,experimental,experimental,installed,installed,canonical,60b89af082dff91f902a6ed0276b399d83e1342000ea55cec1f2e53abbd60625,1740.16,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_body_type_bbw_cellulite_SDXL_DatAss_v1.safetensors,0.45,0.45
214,W42-SDXL-0271 | experimental,2,W42-SDXL-0271,sdxl,experimental,experimental,installed,installed,canonical,aca38888b4067fa9257de11d3b1dfc4ff64a4410b28e6332da189126fe45bdc5,259.06,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_face_identity_StringThingv2SDXL.safetensors,0.45,0.45
215,W42-SDXL-0291 | experimental,2,W42-SDXL-0291,sdxl,experimental,experimental,installed,installed,canonical,d3db47b2ab0f9652556a340b4d352aadaa265fd7c90ed39fb939d7c0cb482d5e,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_face_expression_Veronica_Jones.safetensors,0.45,0.45
216,W42-SDXL-0331 | experimental,2,W42-SDXL-0331,sdxl,experimental,experimental,rejected_or_superseded,disabled,canonical,8b00b6a326f2a5c018c198ca94cec41086cb74db7f59ea60c8e540fcbc1d8704,649.67,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_experimental_gngpvdggy.safetensors,0,0
217,W42-SDXL-0333 | experimental,2,W42-SDXL-0333,sdxl,experimental,experimental,rejected_or_superseded,disabled,canonical,b1088bc81908e05c110c24cb6d51a284aed19ef3472700b834fffa7408c45ede,649.67,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_experimental_gngstB-000200.safetensors,0,0
218,W42-SDXL-0334 | experimental,2,W42-SDXL-0334,sdxl,experimental,experimental,rejected_or_superseded,disabled,canonical,e2491bbc95773734271251af0b836052391013f51cd3553a602ed41b5b29e874,217.87,[],False,True,"library_reference_only; activate via compatible stack/profile, never all at once",wave42/sdxl/experimental/sdxl_body_male_Group_sdxl.safetensors,0,0
