Tracker_ID,Wave,Phase,Workstream,Priority,Risk_Level,Owner_Role,Environment,Status,Task_Name,Detailed_Action,Completion_Criteria,Acceptance_Evidence,Dependency_Prerequisite,Validation_Method,Output_Artifact,Source_Path,Related_Source_Paths,Package_Top_Level_Directory,Autonomous_Execution_Mode,Human_Input_Allowed,Human_Work_Allowed,Codex_Desktop_Action,QA_Strictness,Visual_Review_Required,Visual_Review_Method,Test_Required,Runtime_Proof_Required,EC2_Allowed,Preview_Required,Final_Render_Gate,Evidence_Path,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Package,Source_Type,Source_Item_ID,Blocker_Policy,Rerun_Policy,Status_Decision,Notes,Source_Key,Source_File_Relative,Coverage_Level,Coverage_Audit_Status,Ultra_Source_Coverage_Record
TRK-050571,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,"Implement/validate Ultra source section: Wave 05 — Workflow Modules, Subgraphs, and App Mode Architecture","Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md lines 1-2. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=527bd244de22f86f",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\527bd244de22f86f.json,02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,"Wave 05 — Workflow Modules, Subgraphs, and App Mode Architecture",1,2,"# Wave 05 — Workflow Modules, Subgraphs, and App Mode Architecture",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-527bd244de22f86f,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,527bd244de22f86f,02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050573,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Why the current giant-flow pattern must change,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md lines 7-17. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=df1953977b6ad027",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\df1953977b6ad027.json,02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,Why the current giant-flow pattern must change,7,17,"## Why the current giant-flow pattern must change The current Main Flow is useful because it contains executable lanes, staged lanes, notes, catalog nodes, and promotion boundaries. It is not ideal as the final production runtime for these reasons: 1. It mixes active generation lanes with catalog/reference-only LoRA nodes. 2. It uses notes to repre",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-df1953977b6ad027,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,df1953977b6ad027,02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050575,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Module types,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md lines 40-41. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=db106dae3b38d3af",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\db106dae3b38d3af.json,02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,Module types,40,41,## Module types,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-db106dae3b38d3af,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,db106dae3b38d3af,02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050577,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: 2. Engine/runtime modules,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md lines 53-66. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=4d0c7e60c1b06fcf",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\4d0c7e60c1b06fcf.json,02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,2. Engine/runtime modules,53,66,### 2. Engine/runtime modules These modules actually render or transform outputs. Examples: - SDXL/RealVisXL base lane - Z-Image base lane - SDXL inpaint/detail lane - Image bridge/refine lane - Upscale/export lane - IPAdapter face/reference lane - ControlNet Canny lane,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-4d0c7e60c1b06fcf,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,4d0c7e60c1b06fcf,02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050578,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: 3. Control/mask modules,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md lines 67-78. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=18ebeb6276bc61b3",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\18ebeb6276bc61b3.json,02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,3. Control/mask modules,67,78,### 3. Control/mask modules These modules create structured guidance assets for runtime modules. Examples: - Mask Factory - Pose/depth/control maps - Camera/framing map planner - Person-instance separation - Contact-zone masks,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-18ebeb6276bc61b3,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,18ebeb6276bc61b3,02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050579,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: 4. Specialist hyper-realism modules,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md lines 79-90. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=be17f17aac338fb0",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\be17f17aac338fb0.json,02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,4. Specialist hyper-realism modules,79,90,"### 4. Specialist hyper-realism modules These modules should never run globally by default. They must run using masks, crops, or controlled low-denoise passes. Examples: - Body shape correction - Skin/material detail - Hard anatomy detail - Soft-body contact/deformation - Multi-character interaction",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-be17f17aac338fb0,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,be17f17aac338fb0,02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050586,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Wave 05 — Workflow Template and API JSON Strategy,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md lines 1-2. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=d72ce95198a6a9cd",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\d72ce95198a6a9cd.json,02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,Wave 05 — Workflow Template and API JSON Strategy,1,2,# Wave 05 — Workflow Template and API JSON Strategy,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-d72ce95198a6a9cd,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,d72ce95198a6a9cd,02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050587,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Purpose,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md lines 3-6. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=e10f4064b29b8fcc",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\e10f4064b29b8fcc.json,02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,Purpose,3,6,## Purpose The system needs workflow templates that can be patched safely by an AI project manager. The current Main Flow is too broad to patch directly for production. Wave 05 defines the conversion strategy from source canvas to module-level API workflow templates.,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-e10f4064b29b8fcc,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,e10f4064b29b8fcc,02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050588,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Template categories,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md lines 7-8. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=e1f70fb85546ee07",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\e1f70fb85546ee07.json,02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,Template categories,7,8,## Template categories,Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-e1f70fb85546ee07,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,e1f70fb85546ee07,02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-050593,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: Required patch point types,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md lines 34-69. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=5b2d4c1b878ed32e",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\5b2d4c1b878ed32e.json,02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,Required patch point types,34,69,"## Required patch point types Every patch point must be named and typed. Examples: ```json { ""patch_point_id"": ""base_positive_prompt"", ""node_id"": 83, ""field"": ""widgets_values[0]"", ""type"": ""structured_prompt_text"", ""required"": true } ``` ```json { ""patch_point_id"": ""seed"", ""node_id"": 17, ""field"": ""widgets_values[0]"", ""type"": ""integer_seed"", ""require",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,md,SRC-5b2d4c1b878ed32e,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,5b2d4c1b878ed32e,02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_TEMPLATE_API_JSON_STRATEGY.md,section,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
