Source_Key,Source_File_Relative,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Type,Source_Size_Bytes,Domain,Coverage_Level
e0ea17c82c4f3ce2,00_PROJECT_CONTROL/WAVE04_AI_PM_DECONSTRUCTION_CHECKLIST.md,00_PROJECT_CONTROL\WAVE04_AI_PM_DECONSTRUCTION_CHECKLIST.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE04_AI_PM_DECONSTRUCTION_CHECKLIST.md,Blocking rules,32,40,## Blocking rules Do not proceed to implementation extraction if: - Any SaveImage lane is missing from the inventory. - Any note boundary is treated as implemented proof. - Any disabled LoRA catalog node is promoted into production graph without registry-based selection. - Any engine/LoRA compatibility mismatch is ignored. - Any fixed image/mask lane is promoted as autonomous production.,md,1998,qa_testing_visual_review,section
f6673344294821ca,00_PROJECT_CONTROL/WAVE04_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,Wave 04 Current Status,1,2,# Wave 04 Current Status,md,1003,app_mode_ui,section
11248e6507154f6e,00_PROJECT_CONTROL/WAVE04_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,Wave,3,6,## Wave Wave 04 — Main flow deconstruction,md,1003,app_mode_ui,section
d95326cf6126c50f,00_PROJECT_CONTROL/WAVE04_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,Status,7,10,## Status `COMPLETE_FOR_BLUEPRINT_PACK`,md,1003,app_mode_ui,section
21666bc89796a0c0,00_PROJECT_CONTROL/WAVE04_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,What this wave proved,11,19,## What this wave proved - The current Main Flow JSON parses. - The graph contains 356 nodes and 91 links. - The graph has 8 wired SaveImage terminal lanes. - The graph has 13 Note boundary nodes. - The graph has 274 disabled/disconnected ordinary LoRA catalog nodes. - The graph still needs module extraction before it should be treated as production architecture.,md,1003,comfyui_workflows,section
29591b246782552d,00_PROJECT_CONTROL/WAVE04_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,What this wave did not prove,20,28,## What this wave did not prove - It did not prove GPU runtime generation. - It did not prove local ComfyUI `/object_info`. - It did not prove model load success. - It did not prove creative hyper-realism QA. - It did not prove video or audio runtime integration. - It did not promote the Main Flow to final production.,md,1003,qa_testing_visual_review,section
3b954c1d7d146651,00_PROJECT_CONTROL/WAVE04_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md,Next wave,29,33,"## Next wave Wave 05 — Workflow modules, subgraphs, App Mode Goal: convert the deconstructed current flow into reusable workflow modules/subgraphs and define the clean App Mode control surface.",md,1003,comfyui_workflows,section
3094aa3de49fd2d9,00_PROJECT_CONTROL/WAVE05_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,"Wave 05 AI Project Manager Tasks — Workflow Modules, Subgraphs, App Mode",1,2,"# Wave 05 AI Project Manager Tasks — Workflow Modules, Subgraphs, App Mode",md,2514,comfyui_workflows,section
1d61099fec567fec,00_PROJECT_CONTROL/WAVE05_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,Wave identity,3,6,"## Wave identity Wave 05 converts the current source/staging canvas into a modular workflow architecture plan. This wave does not claim final runtime proof. It creates the contracts, module catalog, UI control map, extraction order, validation rules, and App Mode boundary that later waves must implement.",md,2514,qa_testing_visual_review,section
532de58d6ab20f68,00_PROJECT_CONTROL/WAVE05_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,Required AI project manager behavior,7,10,"## Required AI project manager behavior The AI project manager must treat the current Main Flow as a source canvas and never as the final production graph. It must extract small reusable workflow templates and subgraphs from the source canvas, validate them one at a time, and only promote modules after evidence exists.",md,2514,qa_testing_visual_review,section
d7f97f172eeb83c6,00_PROJECT_CONTROL/WAVE05_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,Non-negotiable requirements,11,19,"## Non-negotiable requirements 1. Do not expose raw model paths, raw LoRA paths, private API keys, AWS details, or GitHub tokens in App Mode. 2. Do not enable disabled catalog LoRA nodes as runtime nodes. 3. Do not combine Flux, SDXL, Pony, SD1.5, Z-Image, video, or audio assets in one model chain unless the bridge is image-based and explicitly validated. 4. Do not claim a module is production-ready because its nodes exist. 5. Do not claim App Mode can autonomously plan multi-pass generation. App Mode is an operator interface; the orchestrator/pass planner remains the brain. 6. Do not promote ",md,2514,autonomous_codex_execution,section
937a6135da29bcfa,00_PROJECT_CONTROL/WAVE05_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,Wave 05 output files the AI PM must understand,20,30,## Wave 05 output files the AI PM must understand - `10_REGISTRIES/wave05_module_catalog.json` - `10_REGISTRIES/wave05_app_mode_control_surface.json` - `10_REGISTRIES/wave05_module_extraction_map.json` - `10_REGISTRIES/wave05_workflow_template_contracts.json` - `02_TARGET_ARCHITECTURE/WAVE05_WORKFLOW_MODULES_SUBGRAPHS_APP_MODE_ARCHITECTURE.md` - `02_TARGET_ARCHITECTURE/WAVE05_APP_MODE_ORCHESTRATOR_BOUNDARY.md` - `07_IMPLEMENTATION/WAVE05_IMPLEMENTATION_MANUAL.md` - `06_QA_TESTING/WAVE05_MODULE_SUBGRAPH_APPMODE_QA_GATES.md`,md,2514,qa_testing_visual_review,section
f184054e5d639f6e,00_PROJECT_CONTROL/WAVE05_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md,Required completion proof for this wave,31,40,"## Required completion proof for this wave Wave 05 is complete only if: - The cumulative pack builds successfully. - All JSON registries parse successfully. - The module catalog contains both current-flow extraction modules and future target modules. - The App Mode control surface exists and separates operator controls from advanced/hidden runtime controls. - The module extraction map identifies current SaveImage lanes and future extraction targets. - The validation report marks runtime proof as required later, not complete now.",md,2514,qa_testing_visual_review,section
dbed2bcf6370f5b5,00_PROJECT_CONTROL/WAVE05_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,Wave 05 Current Status,1,2,# Wave 05 Current Status,md,949,app_mode_ui,section
3e2a8bb3fd01d499,00_PROJECT_CONTROL/WAVE05_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,Status,3,6,## Status Wave 05 cumulative pack is complete as a blueprint/manual/tooling update.,md,949,app_mode_ui,section
18fceecd3a508fb6,00_PROJECT_CONTROL/WAVE05_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,Source workflow status,7,17,## Source workflow status ```text nodes: 356 links: 91 enabled/non-disabled nodes: 82 disabled/catalog nodes: 274 SaveImage lanes: 8 Note boundaries: 13 ```,md,949,comfyui_workflows,section
4cd24e15a49e0855,00_PROJECT_CONTROL/WAVE05_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,New Wave 05 status,18,26,## New Wave 05 status ```text module catalog records: 26 workflow template contracts: 26 App Mode control groups: 7 App Mode controls: 30 ```,md,949,comfyui_workflows,section
8344d431956decb9,00_PROJECT_CONTROL/WAVE05_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,What is now ready,27,35,## What is now ready - AI-readable module catalog - AI-readable App Mode control surface - AI-readable workflow template contracts - extraction map from current source canvas - QA gates for modular workflow development - implementation manual for converting lanes into modules,md,949,qa_testing_visual_review,section
d036a37f5bd1bde3,00_PROJECT_CONTROL/WAVE05_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md,What is not yet done,36,44,## What is not yet done - Actual ComfyUI subgraph export - Final API workflow JSON extraction - Local ComfyUI `/object_info` runtime proof for each module - GPU render proof - Creative hyper-realism QA - Video/audio runtime proof - Final App Mode export,md,949,qa_testing_visual_review,section
3a005bbfbbfd3173,00_PROJECT_CONTROL/WAVE05_DELIVERY_REPORT.md,00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,Wave 05 Delivery Report,1,2,# Wave 05 Delivery Report,md,1505,local_repo_structure,section
faf1eba9c7d7bf98,00_PROJECT_CONTROL/WAVE05_DELIVERY_REPORT.md,00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,Delivered wave,3,6,"## Delivered wave **Wave 05 — Workflow modules, subgraphs, App Mode**",md,1505,comfyui_workflows,section
083b9b0d6e6fd516,00_PROJECT_CONTROL/WAVE05_DELIVERY_REPORT.md,00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,Goal,7,10,## Goal Convert the giant/source Main Flow into reusable module contracts and define the clean App Mode control surface that operators or an AI project manager can use without editing raw nodes.,md,1505,comfyui_workflows,section
f94dbc246553d3cf,00_PROJECT_CONTROL/WAVE05_DELIVERY_REPORT.md,00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,What was added,11,25,"## What was added - Module catalog for current-flow executable/staged lanes and future hyper-realism modules. - App Mode operator control surface registry. - Workflow template contract registry. - Module extraction map. - Subgraph/module architecture document. - App Mode/operator boundary document. - Workflow API JSON template strategy. - Module extraction implementation manual. - QA gates for module, subgraph, App Mode, and orchestrator separation. - Schemas for module contracts, App Mode controls, workflow template contracts, and subgraph blueprints. - Starter module template examples. - Val",md,1505,qa_testing_visual_review,section
975218f9fbfa8ad4,00_PROJECT_CONTROL/WAVE05_DELIVERY_REPORT.md,00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,Current classification,26,29,## Current classification The current Main Flow remains a **source/staging canvas**. Wave 05 defines how it must be split into smaller modules. It does not yet rewrite the actual ComfyUI workflow into final production subgraphs.,md,1505,comfyui_workflows,section
56aea4f152b0338d,00_PROJECT_CONTROL/WAVE05_DELIVERY_REPORT.md,00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md,Critical locked decision,30,41,"## Critical locked decision The correct architecture is: ```text App Mode = operator control panel External orchestrator/pass planner = brain ComfyUI workflow templates/subgraphs = execution modules QA/promotion gate = final authority ``` App Mode should not be expected to decide pass order, reruns, or final promotion by itself.",md,1505,qa_testing_visual_review,section
18e9d5aa5919c3fe,00_PROJECT_CONTROL/WAVE05_FILE_INDEX.md,00_PROJECT_CONTROL\WAVE05_FILE_INDEX.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_FILE_INDEX.md,Wave 05 File Index,1,81,# Wave 05 File Index - `00_PROJECT_CONTROL/AI_PROJECT_MANAGER_OPERATING_MANUAL.md` - `00_PROJECT_CONTROL/CUMULATIVE_PACKAGING_RULES.md` - `00_PROJECT_CONTROL/WAVE04_AI_PM_DECONSTRUCTION_CHECKLIST.md` - `00_PROJECT_CONTROL/WAVE04_CURRENT_STATUS.md` - `00_PROJECT_CONTROL/WAVE05_AI_PM_TASKS.md` - `00_PROJECT_CONTROL/WAVE05_CURRENT_STATUS.md` - `00_PROJECT_CONTROL/WAVE05_DELIVERY_REPORT.md` - `00_PROJECT_CONTROL/WAVE05_FILE_INDEX.md` - `00_PROJECT_CONTROL/WAVE_00_35_WAVE_EXPANSION_DELTA.md` - `00_PROJECT_CONTROL/WAVE_00_TO_19_MASTER_SCHEDULE.csv` - `00_PROJECT_CONTROL/WAVE_00_TO_19_MASTER_SCHEDULE,md,14713,local_repo_structure,section
38d914b8429f4875,00_PROJECT_CONTROL/WAVE06_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,Wave 06 AI Project Manager Tasks,1,2,# Wave 06 AI Project Manager Tasks,md,1746,app_mode_ui,section
5de5636a0403cd5a,00_PROJECT_CONTROL/WAVE06_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,Wave,3,5,## Wave Wave 06 — Engine registry and router,md,1746,models_loras_assets,section
a1d682281cef81d8,00_PROJECT_CONTROL/WAVE06_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,Goal,6,8,"## Goal Route Flux, Flux2, SDXL/RealVisXL, Pony, SD1.5, Z-Image, video, and audio engines safely.",md,1746,video_motion_temporal,section
9341929a34b51809,00_PROJECT_CONTROL/WAVE06_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,New user requirement added in Wave 06,9,11,"## New user requirement added in Wave 06 Flux2 must be included as a first-class planned engine family. The project manager must also cover which additional engines/checkpoints should be added, held for review, or avoided.",md,1746,qa_testing_visual_review,section
decf46fda80ab875,00_PROJECT_CONTROL/WAVE06_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,Required AI project-manager actions,12,41,"## Required AI project-manager actions 1. Treat `wave42_working_tracker...csv` and `Plans.zip` as ongoing mutable upstream sources, not frozen truth. 2. Keep the current Main Flow as a runtime-bound source/staging canvas, not the final engine architecture. 3. Add Flux2 to the engine registry as a planned first-class family with separate variants: - `flux2_dev_local` - `flux2_klein_preview` - optional API variants behind cost gates 4. Create strict compatibility rules: - no cross-family LoRA mixing - no direct latent/model bridge across engine families - image bridges only - runtime proof befor",md,1746,qa_testing_visual_review,section
6db1f5b16fb5af67,00_PROJECT_CONTROL/WAVE06_AI_PM_TASKS.md,00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md,Non-negotiable rule,42,43,"## Non-negotiable rule A model being present in a folder, S3 bucket, Civitai metadata table, or disabled ComfyUI catalog node does not make it production-ready. It becomes routeable only after metadata, path, compatibility, object_info, model-loading, output-file, and QA proof are recorded.",md,1746,qa_testing_visual_review,section
0792daace6ba4ebb,00_PROJECT_CONTROL/WAVE06_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,Wave 06 Current Status,1,4,# Wave 06 Current Status Generated: 2026-07-05T22:10:55Z,md,1122,app_mode_ui,section
06f1a5fc5d696d61,00_PROJECT_CONTROL/WAVE06_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,Current wave focus,5,7,## Current wave focus Engine registry and router.,md,1122,models_loras_assets,section
f7d02249418250b2,00_PROJECT_CONTROL/WAVE06_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,Current source state,8,13,## Current source state - Wave 05 cumulative pack was used as the base. - Current Main Flow was re-read from the uploaded Wave42 runtime-bound workflow JSON. - Tracker CSV and Plans ZIP remain ongoing mutable upstream sources. - Advanced Additions remain ongoing idea/integration sources.,md,1122,comfyui_workflows,section
9513fe420875caa4,00_PROJECT_CONTROL/WAVE06_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,Current Main Flow engine facts,14,23,"## Current Main Flow engine facts - Nodes: 356 - Links: 91 - Enabled/non-disabled nodes: 82 - Disabled/catalog nodes: 274 - SaveImage terminal lanes: 8 - Note boundary nodes: 13 - LoRA catalog nodes: 274 - LoRA engine counts: {'sdxl': 128, 'flux': 125, 'pony': 3, 'sd15': 3, 'disabled_review': 15}",md,1122,qa_testing_visual_review,section
5a2e26b1ec00f7de,00_PROJECT_CONTROL/WAVE06_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,New Wave 06 engine decision,24,26,## New Wave 06 engine decision Flux2 is now included as a first-class planned engine family. It is not marked proven yet. It must pass runtime proof before routing production passes.,md,1122,qa_testing_visual_review,section
e26afc01d3c8a8b7,00_PROJECT_CONTROL/WAVE06_CURRENT_STATUS.md,00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md,Promotion state,27,28,"## Promotion state Wave 06 is a blueprint/registry/router wave. It does not claim Flux2, Wan2.2, HunyuanVideo, LTX-2, Qwen-Image, or SD3.5 are locally proven in this user's runtime. It defines how they must be added, tested, and promoted.",md,1122,qa_testing_visual_review,section
2ee1f649765376aa,00_PROJECT_CONTROL/WAVE06_DELIVERY_REPORT.md,00_PROJECT_CONTROL\WAVE06_DELIVERY_REPORT.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_DELIVERY_REPORT.md,Wave 06 Delivery Report,1,2,# Wave 06 Delivery Report,md,1260,local_repo_structure,section
0cd064e337753721,00_PROJECT_CONTROL/WAVE06_DELIVERY_REPORT.md,00_PROJECT_CONTROL\WAVE06_DELIVERY_REPORT.md,C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_DELIVERY_REPORT.md,Delivered,3,5,## Delivered Wave 06 adds the engine registry and router blueprint for the cumulative 35-wave hyperrealism system.,md,1260,local_repo_structure,section
