"relative_path","full_path","size_bytes","sha256","extension","last_write_time","purpose","update_policy"
"Plan\00_PROJECT_CONTROL\WAVE_02_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE_02_AI_PM_TASKS.md","2489","07770e9eec510cf8e1cd70a778218e5de46add2f84c40f131c531a28fb759296",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE_02_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE_02_DELIVERY_REPORT.md","1775","02e420800030b7b69273b62f19b5891c42c83c913bedb73e6366e743b4d35ee4",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE_03_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE_03_AI_PM_TASKS.md","3471","e57a4e6f53853947074773ae2b965974f58a694ab474844bb3913a3c1acdce89",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE_03_CUMULATIVE_CHANGELOG.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE_03_CUMULATIVE_CHANGELOG.md","1086","ce35efece02acca17e226272335de92709b1789e8f132c5d9eb6e5f478c2bbfb",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE_03_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE_03_DELIVERY_REPORT.md","1905","8858cc2e9291659b53f9a400d5a0b20826bc46fc0510913b07e80b9dbf2dcbaa",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE_03_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE_03_FILE_INDEX.md","2050","227e17b17a497d66934d912448b649528c6ef75c3a654c8b0d1d4841db8ef57f",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE04_AI_PM_DECONSTRUCTION_CHECKLIST.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE04_AI_PM_DECONSTRUCTION_CHECKLIST.md","1998","914bb9b7ab1a274f0f4d41f7c3295282c5acdd39cd227d340e38e3eacd95ed17",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE04_CURRENT_STATUS.md","1003","f88b32ebad8a5da60d8ae6368dbf67a8ed0447d8e8ef9c3e6301024fd197d1d1",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_AI_PM_TASKS.md","2514","bea9708d1d036c7f1c02136ca6db63d41c963e46753235ad33064330ca08bc2d",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_CURRENT_STATUS.md","949","81f00a0301c656071c31a9928f8ed0e59fa336b1012a09045572b911f8bf1aa0",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_DELIVERY_REPORT.md","1505","d0bf345a4c7232700aecf2ee63e92b5f365f7963477f84cb1c100bd145330228",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE05_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE05_FILE_INDEX.md","14713","a658709c53d800cf1d7631836a66e48dc922d5ca3ccebd924cc62538b62bbc42",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_AI_PM_TASKS.md","1746","a0fb6774b41f8a5aaab349079e07e404e428e8cdd391da43f9a2c948e61a58a7",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_CURRENT_STATUS.md","1122","77b9648bce4c02c5b5d983ccb65131074a71e63b8792b17d22bc2fb711c64a0f",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE06_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_DELIVERY_REPORT.md","1260","8a297bbe8346251de48e4a21b4a0e229d86058baab9081c626ee1444d0188421",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE06_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE06_FILE_INDEX.md","2195","b47136683ebfe300851c5f64c20fbd86662f32badd2a14a6bcbb69c8072fa1dd",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE07_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE07_AI_PM_TASKS.md","1774","22fd5b2bb67d8f4d1380a50ad879dc86295d50a27614c04111a9aa5b6036e7c5",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE07_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE07_CURRENT_STATUS.md","2004","b7882edf00dfc6fe015e3602a116b3906b270d4c1e284f37f67dbe21999c2129",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE07_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE07_DELIVERY_REPORT.md","1157","db6cede7127547cd34c04457336b1cfbe46f0dc735f680e9e2e98ad7ab7c4f11",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE07_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE07_FILE_INDEX.md","2826","8672645cd6916810e162c80a92e8bc7255b2ea79599840314da29d2717b1ae36",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE08_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE08_AI_PM_TASKS.md","1937","c4d5ea12e491ff5a0190a5d645e5e7bd447857cbb7f3143763269db5a6e4b8b4",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE08_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE08_CURRENT_STATUS.md","966","22e159d615e97338eac73d67ab92769bb17fe7ce5634ec7e2c06e0b7a931f05a",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE08_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE08_DELIVERY_REPORT.md","2052","b1df84ba371c266fd627b4efd3686cfc3a295ff14abd1454949369648dcc5d49",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE08_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE08_FILE_INDEX.md","2167","10b55f52d3749eaf90d2f3321e4daa01bdb46caf74a6d81a7df4d276ad861431",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE09_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE09_AI_PM_TASKS.md","1783","e522557a921b117f0660cc6b03c6d335a24ba657a1f47a0db54bd3e2f7fe681a",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE09_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE09_CURRENT_STATUS.md","1120","b0990fac681bccd42323b8f5355e2656975de3b50adc6daca8b44ad324165568",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE09_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE09_DELIVERY_REPORT.md","1333","8395635dffa966e735c45f343e8c3909f75502d8978b692423a8e72adee9d72f",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE09_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE09_FILE_INDEX.md","1187","b23307da1f886245beaaf7114eb11b8a653262b2a1fe44b9ff8d36ec79c7e0f7",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE10_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE10_AI_PM_TASKS.md","1316","2a759dbdd01502a07e638d9e2128a2a359a555a2502dc8b1b038eabd61ec45c0",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE10_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE10_CURRENT_STATUS.md","867","2ac52e4d779daa1ac889ea84eb37fe0f44fcb0408bb1261560490be876eb1bab",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE10_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE10_DELIVERY_REPORT.md","1795","039b1854fda5103978f980785544a96403d2020568953e30afd615e24186e93b",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE10_FILE_ADDITIONS.csv","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE10_FILE_ADDITIONS.csv","3070","6cbaca4ce366123c268f4d5a8481173d96e350ed20b8cbff97e8211b3b1f2150",".csv","2026-07-06T03:46:44","Tabular tracker/index/audit data.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE10_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE10_FILE_INDEX.md","3319","98b5bcfc2f4adf7ae45b705c7b45aa6bab59f7249b2ee7f04f142c4699e3320e",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE11_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE11_AI_PM_TASKS.md","1580","a99f53fba04949d60f43511112244348c241906328fcb5cfa2d918ddeeb543f4",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE11_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE11_CURRENT_STATUS.md","1089","645dfc135d4a951e492624070b67036027574b17b928b7971c40f35645ac1d9c",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE11_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE11_DELIVERY_REPORT.md","987","1ead2d141638d27df0c176d343e74b4440ad161b33e2ce6f7c38f2370334ddbb",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE11_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE11_FILE_INDEX.md","1788","79aaf2d5e083325feb51019bf2579e958dcba64ba8011bac7a3f19bbe8e9887b",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE12_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE12_AI_PM_TASKS.md","1626","274051c95a22a65aeca0fda1c35c53f1ecc28c1cd422641fa87de8c9e152df67",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE12_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE12_CURRENT_STATUS.md","894","4cf415f3f391eeca370cedaab240ee833f6bdab59e84f6b42a7548194d8c7d58",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE12_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE12_DELIVERY_REPORT.md","1137","cd5b4598c56a6e67b56fc574a3e71061e68a125ed5bf16c570b1d9f69a46952b",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE13_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE13_AI_PM_TASKS.md","969","271b7291c1b5deb92dda478c77db468b3e0b5949a1b5f1811d5486ace168c8e0",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE13_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE13_CURRENT_STATUS.md","791","c88e20eb5500c7bafc9d73e88d81a50695f3e54d4f1963eef40f9b535ca57989",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE13_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE13_DELIVERY_REPORT.md","1450","92d522c05125a8020e89fb8193a14f6fa1289180b34ffc2a84c18c07396a90b8",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE13_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE13_FILE_INDEX.md","41429","9f59a5de792827cf7a6b35248d6b9c51572c8e6aa9f33f6b6f25cdd6f36e280a",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE14_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE14_AI_PM_TASKS.md","476","450800a74eff99994af9d4dbd04c54bc1c83553ce3935901f41e25e20c064ac3",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE14_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE14_CURRENT_STATUS.md","498","9d6f0b8f3f1e5cd5ca248ebad7737df7c7bc1bc1216e9d50778d2980308c6711",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE14_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE14_DELIVERY_REPORT.md","441","6f859d1cc13ad21e7af26ea131e94f86f8c64cb0e2cd57d86e744de642e26dab",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE14_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE14_FILE_INDEX.md","5191","5d70527e20895017087148a093551973493480600e1bb33fec1ffb862d88c26d",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE15_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE15_AI_PM_TASKS.md","586","d0514d6a3f49f922774b18d907db48741fe3928730e4e4b904c5e0e69f4ae034",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE15_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE15_CURRENT_STATUS.md","623","942c33bdb6b1d97e05508ecd6006cdb060a716e9e45925905f64cba64aded124",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE15_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE15_DELIVERY_REPORT.md","671","6ffff37fff2816e4ea1c970d0b0880714ce8dce540eeefbf08ce05fb34351436",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE15_FILE_INDEX.json","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE15_FILE_INDEX.json","55666","5acdc610e0f1fb2d89d718a965b5fb529653e7f6f6bb7723bbbe5ed80ccc8fc4",".json","2026-07-06T03:46:44","Machine-readable manifest/configuration/validation data.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE15_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE15_FILE_INDEX.md","2997","a4a761c1a7ead5d09b6d4ea91d3c2d0700a592efe99cd684cbfff35b84ba13b1",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE16_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE16_AI_PM_TASKS.md","873","515b9438b1eaed903daba6a81d3808cbd5d1c7eaed437e28804bdb1f349a9a26",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE16_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE16_CURRENT_STATUS.md","732","3de3cf1ed52149918472b62878f8ee94612a4786a96bf9927f962d24e8981d48",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE16_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE16_DELIVERY_REPORT.md","710","af463c0e0ec0ebbfb9b9aeb19d83dc1466e395f76c4df7392a94b20b0fc0570a",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE16_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE16_FILE_INDEX.md","2598","28b151f52496c24fa94ed8d0af8384c428b2e48507ead2c1f4f168f89322dbf9",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE17_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE17_AI_PM_TASKS.md","1993","6fe570e78d64182497009350d15eea607e969cd3d4de015e14f8a5ddf9848603",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE17_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE17_CURRENT_STATUS.md","937","9d855fc53b375e347789e7da2c46ceeb9a4210ec890868e529242a47c86b2dd2",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE17_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE17_DELIVERY_REPORT.md","1290","858698417ac68fc27f827175b050a1751df9c0e92210a965f95c787041de402c",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE17_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE17_FILE_INDEX.md","2942","abffec191c73480518fa63e509722d40690d34bc56eae8662c64feef97d1fe40",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE18_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE18_AI_PM_TASKS.md","560","dfae369d07ac61e5a930cd88ff0248382b38390e64f92015adb8954eabe36b2a",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE18_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE18_CURRENT_STATUS.md","948","82f209cefd7e3004302ae3b9fd834bae2d2378dddcb6ede37ea6922cebc89ba5",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE18_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE18_DELIVERY_REPORT.md","929","a6d57aeeafaa62d50d00d699625d5c9c551cd0b661f5d13e3bcf00093b931b1d",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE18_FILE_INDEX.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE18_FILE_INDEX.md","2815","5e0a6e69d567da8fba83d26121bb2ff31b25a375e323e9bdb2045dbe40365d55",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE19_AI_PM_TASKS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE19_AI_PM_TASKS.md","649","8ac25dd2628e0b0363fa8492cc6ab368f71a686eec076a2575cab9ac63817fd4",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE19_CURRENT_STATUS.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE19_CURRENT_STATUS.md","1091","813943cc5b5537fd212ce26f7cd6bfbd85b28f8b2fcff7ccdb25f58c78f163c9",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\00_PROJECT_CONTROL\WAVE19_DELIVERY_REPORT.md","C:\Comfy_UI_Main\Plan\00_PROJECT_CONTROL\WAVE19_DELIVERY_REPORT.md","926","bccb911c67d4d4e548a17f677a113601819396b1ae335f41249ef3bdedceed37",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
